donor_id,Recency,Frequency,Monetary,Time,donated_last_quarter
D08711,1,3,1350,9,1
D08712,2,1,450,2,1
D08713,4,1,450,4,0
D08714,0,2,900,6,1
D08715,6,4,1800,12,0
D08716,1,10,4500,60,1
D08717,4,1,450,4,0
D08718,6,2,900,6,0
D08719,0,2,900,14,1
D08720,2,1,450,2,1
D08721,7,2,900,10,0
D08722,2,1,450,2,1
D08723,10,2,900,10,0
D08724,3,1,450,3,1
D08725,4,2,900,12,0
D08726,0,5,2250,20,1
D08727,6,3,1350,9,0
D08728,3,4,1800,12,1
D08729,3,2,900,8,1
D08730,2,4,1800,16,1
D08731,5,1,450,5,0
D08732,0,3,1350,9,1
D08733,4,1,450,4,0
D08734,0,2,900,10,1
D08735,14,2,900,14,0
D08736,8,5,2250,15,0
D08737,2,1,450,2,1
D08738,2,1,450,2,1
D08739,4,1,450,4,0
D08740,8,3,1350,15,0
D08741,4,3,1350,12,0
D08742,2,9,4050,36,1
D08743,13,4,1800,28,0
D08744,2,8,3600,48,1
D08745,1,2,900,14,1
D08746,9,2,900,14,0
D08747,3,1,450,3,1
D08748,15,4,1800,28,0
D08749,3,2,900,8,1
D08750,1,1,450,1,1
D08751,0,1,450,0,1
D08752,5,1,450,5,0
D08753,12,2,900,12,0
D08754,5,16,7200,96,0
D08755,1,6,2700,24,1
D08756,6,2,900,6,0
D08757,3,5,2250,35,1
D08758,0,3,1350,12,1
D08759,4,1,450,4,0
D08760,2,16,7200,112,1
D08761,7,6,2700,42,0
D08762,21,6,2700,24,0
D08763,3,1,450,3,1
D08764,4,2,900,6,0
D08765,11,7,3150,49,0
D08766,1,12,5400,84,1
D08767,1,7,3150,28,1
D08768,1,1,450,1,1
D08769,4,4,1800,12,0
D08770,0,23,10350,120,1
D08771,0,3,1350,12,1
D08772,0,1,450,0,1
D08773,12,2,900,12,0
D08774,2,1,450,2,1
D08775,0,26,11700,120,1
D08776,4,4,1800,20,0
D08777,4,2,900,14,0
D08778,6,8,3600,56,0
D08779,10,2,900,10,0
D08780,4,2,900,12,0
D08781,1,4,1800,24,1
D08782,5,1,450,5,0
D08783,3,2,900,14,1
D08784,4,1,450,4,0
D08785,0,4,1800,28,1
D08786,9,3,1350,15,0
D08787,0,4,1800,20,1
D08788,3,32,14400,120,1
D08789,4,1,450,4,0
D08790,12,2,900,14,0
D08791,1,2,900,10,1
D08792,8,3,1350,18,0
D08793,1,5,2250,35,1
D08794,2,1,450,2,1
D08795,7,7,3150,49,0
D08796,1,3,1350,21,1
D08797,4,1,450,4,0
D08798,11,3,1350,12,0
D08799,0,1,450,0,1
D08800,4,2,900,12,0
D08801,13,5,2250,15,0
D08802,22,4,1800,28,0
D08803,28,4,1800,28,0
D08804,5,5,2250,30,0
D08805,5,1,450,5,0
D08806,4,14,6300,84,0
D08807,3,3,1350,9,1
D08808,4,1,450,4,0
D08809,2,6,2700,24,1
D08810,3,2,900,6,1
D08811,3,3,1350,9,1
D08812,7,3,1350,15,0
D08813,4,20,9000,60,0
D08814,3,1,450,3,1
D08815,10,4,1800,28,0
D08816,0,2,900,8,1
D08817,0,2,900,10,1
D08818,3,3,1350,12,1
D08819,0,1,450,0,1
D08820,7,14,6300,84,0
D08821,3,15,6750,60,1
D08822,4,2,900,12,0
D08823,3,2,900,14,1
D08824,0,4,1800,24,1
D08825,4,3,1350,9,0
D08826,2,1,450,2,1
D08827,0,2,900,10,1
D08828,5,1,450,5,0
D08829,3,1,450,3,1
D08830,0,2,900,8,1
D08831,6,14,6300,56,0
D08832,6,3,1350,18,0
D08833,9,3,1350,15,0
D08834,2,9,4050,36,1
D08835,3,7,3150,21,1
D08836,6,2,900,10,0
D08837,3,1,450,3,1
D08838,9,2,900,10,0
D08839,5,1,450,5,0
D08840,3,1,450,3,1
D08841,9,3,1350,9,0
D08842,4,1,450,4,0
D08843,5,1,450,5,0
D08844,3,2,900,6,1
D08845,5,5,2250,15,0
D08846,3,1,450,3,1
D08847,1,3,1350,18,1
D08848,10,2,900,10,0
D08849,3,1,450,3,1
D08850,6,2,900,6,0
D08851,2,1,450,2,1
D08852,9,2,900,12,0
D08853,5,1,450,5,0
D08854,0,1,450,0,1
D08855,0,1,450,0,1
D08856,0,2,900,8,1
D08857,1,1,450,1,1
D08858,2,3,1350,18,1
D08859,1,1,450,1,1
D08860,5,1,450,5,0
D08861,4,6,2700,30,0
D08862,3,1,450,3,1
D08863,4,1,450,4,0
D08864,6,5,2250,20,0
D08865,6,3,1350,15,0
D08866,11,14,6300,70,0
D08867,12,3,1350,12,0
D08868,9,3,1350,9,0
D08869,4,5,2250,15,0
D08870,3,1,450,3,1
D08871,10,3,1350,18,0
D08872,10,2,900,12,0
D08873,3,2,900,6,1
D08874,0,3,1350,12,1
D08875,0,2,900,8,1
D08876,4,1,450,4,0
D08877,4,3,1350,12,0
D08878,5,1,450,5,0
D08879,3,2,900,6,1
D08880,5,1,450,5,0
D08881,8,2,900,8,0
D08882,4,1,450,4,0
D08883,14,2,900,14,0
D08884,0,2,900,8,1
D08885,1,1,450,1,1
D08886,8,2,900,8,0
D08887,3,2,900,10,1
D08888,4,2,900,10,0
D08889,0,1,450,0,1
D08890,3,1,450,3,1
D08891,0,19,8550,57,1
D08892,8,5,2250,20,0
D08893,0,2,900,14,1
D08894,12,3,1350,21,0
D08895,9,15,6750,75,0
D08896,1,1,450,1,1
D08897,6,3,1350,9,0
D08898,1,2,900,6,1
D08899,3,1,450,3,1
D08900,0,3,1350,9,1
D08901,2,5,2250,25,1
D08902,8,2,900,14,0
D08903,1,2,900,6,1
D08904,1,1,450,1,1
D08905,1,1,450,1,1
D08906,1,5,2250,35,1
D08907,2,11,4950,55,1
D08908,1,8,3600,48,1
D08909,4,1,450,4,0
D08910,22,5,2250,35,0
D08911,0,1,450,0,1
D08912,1,1,450,1,1
D08913,9,4,1800,12,0
D08914,1,5,2250,30,1
D08915,11,8,3600,40,0
D08916,5,4,1800,16,0
D08917,1,1,450,1,1
D08918,1,4,1800,24,1
D08919,6,2,900,6,0
D08920,0,2,900,10,1
D08921,1,6,2700,18,1
D08922,5,1,450,5,0
D08923,3,1,450,3,1
D08924,2,2,900,14,1
D08925,2,6,2700,36,1
D08926,3,1,450,3,1
D08927,5,5,2250,20,0
D08928,10,3,1350,21,0
D08929,4,1,450,4,0
D08930,12,2,900,12,0
D08931,3,2,900,6,1
D08932,4,5,2250,35,0
D08933,5,3,1350,12,0
D08934,2,2,900,14,1
D08935,3,1,450,3,1
D08936,3,3,1350,12,1
D08937,8,2,900,8,0
D08938,4,9,4050,45,0
D08939,3,3,1350,12,1
D08940,1,5,2250,20,1
D08941,4,5,2250,20,0
D08942,0,1,450,0,1
D08943,10,7,3150,28,0
D08944,2,3,1350,18,1
D08945,2,1,450,2,1
D08946,3,2,900,10,1
D08947,0,1,450,0,1
D08948,10,2,900,10,0
D08949,5,13,5850,39,0
D08950,2,4,1800,28,1
D08951,9,5,2250,20,0
D08952,6,3,1350,21,0
D08953,2,9,4050,54,1
D08954,1,2,900,10,1
D08955,3,2,900,10,1
D08956,8,2,900,10,0
D08957,2,1,450,2,1
D08958,2,1,450,2,1
D08959,4,1,450,4,0
D08960,0,9,4050,63,1
D08961,0,2,900,12,1
D08962,9,2,900,14,0
D08963,13,4,1800,28,0
D08964,0,6,2700,24,1
D08965,20,10,4500,60,0
D08966,5,6,2700,42,0
D08967,0,8,3600,48,1
D08968,1,1,450,1,1
D08969,8,2,900,12,0
D08970,1,1,450,1,1
D08971,8,2,900,8,0
D08972,8,3,1350,21,0
D08973,4,3,1350,15,0
D08974,3,1,450,3,1
D08975,0,2,900,8,1
D08976,4,1,450,4,0
D08977,0,3,1350,18,1
D08978,1,1,450,1,1
D08979,2,1,450,2,1
D08980,5,4,1800,12,0
D08981,4,7,3150,28,0
D08982,5,37,16650,120,0
D08983,2,7,3150,42,1
D08984,5,1,450,5,0
D08985,5,1,450,5,0
D08986,12,5,2250,15,0
D08987,1,2,900,12,1
D08988,0,3,1350,15,1
D08989,15,10,4500,40,0
D08990,4,1,450,4,0
D08991,6,3,1350,12,0
D08992,5,1,450,5,0
D08993,0,10,4500,70,1
D08994,5,12,5400,72,0
D08995,0,1,450,0,1
D08996,0,4,1800,12,1
D08997,2,1,450,2,1
D08998,5,1,450,5,0
D08999,6,2,900,6,0
D09000,6,2,900,6,0
D09001,0,2,900,10,1
D09002,1,11,4950,55,1
D09003,3,5,2250,15,1
D09004,1,1,450,1,1
D09005,0,1,450,0,1
D09006,4,1,450,4,0
D09007,7,3,1350,12,0
D09008,2,2,900,12,1
D09009,1,2,900,6,1
D09010,3,2,900,8,1
D09011,4,31,13950,93,0
D09012,3,13,5850,65,1
D09013,5,1,450,5,0
D09014,2,1,450,2,1
D09015,10,2,900,10,0
D09016,2,2,900,10,1
D09017,5,1,450,5,0
D09018,3,1,450,3,1
D09019,0,3,1350,15,1
D09020,2,5,2250,35,1
D09021,0,1,450,0,1
D09022,0,1,450,0,1
D09023,5,9,4050,45,0
D09024,8,3,1350,9,0
D09025,3,3,1350,9,1
D09026,9,2,900,10,0
D09027,1,3,1350,21,1
D09028,3,4,1800,24,1
D09029,5,2,900,6,0
D09030,4,2,900,12,0
D09031,11,5,2250,15,0
D09032,4,1,450,4,0
D09033,0,1,450,0,1
D09034,1,2,900,8,1
D09035,9,2,900,14,0
D09036,12,3,1350,12,0
D09037,3,50,22500,120,1
D09038,12,2,900,14,0
D09039,6,14,6300,70,0
D09040,14,2,900,14,0
D09041,2,1,450,2,1
D09042,4,2,900,12,0
D09043,3,2,900,6,1
D09044,13,4,1800,16,0
D09045,1,1,450,1,1
D09046,43,8,3600,48,0
D09047,1,1,450,1,1
D09048,3,3,1350,12,1
D09049,1,1,450,1,1
D09050,11,4,1800,20,0
D09051,5,2,900,8,0
D09052,6,2,900,8,0
D09053,6,2,900,12,0
D09054,2,1,450,2,1
D09055,5,1,450,5,0
D09056,4,1,450,4,0
D09057,1,2,900,10,1
D09058,0,2,900,6,1
D09059,1,1,450,1,1
D09060,0,2,900,8,1
D09061,0,1,450,0,1
D09062,1,15,6750,45,1
D09063,1,8,3600,24,1
D09064,5,1,450,5,0
D09065,0,3,1350,9,1
D09066,4,6,2700,36,0
D09067,3,1,450,3,1
D09068,8,14,6300,42,0
D09069,1,3,1350,9,1
D09070,3,7,3150,49,1
D09071,1,4,1800,24,1
D09072,2,2,900,8,1
D09073,6,2,900,14,0
D09074,8,2,900,8,0
D09075,2,2,900,6,1
D09076,5,1,450,5,0
D09077,5,1,450,5,0
D09078,1,6,2700,30,1
D09079,0,13,5850,52,1
D09080,6,2,900,6,0
D09081,11,21,9450,63,0
D09082,0,6,2700,18,1
D09083,0,1,450,0,1
D09084,1,1,450,1,1
D09085,4,2,900,14,0
D09086,4,1,450,4,0
D09087,2,3,1350,9,1
D09088,0,1,450,0,1
D09089,2,4,1800,24,1
D09090,5,1,450,5,0
D09091,5,5,2250,30,0
D09092,9,3,1350,9,0
D09093,10,8,3600,56,0
D09094,6,2,900,10,0
D09095,0,16,7200,48,1
D09096,4,1,450,4,0
D09097,10,2,900,14,0
D09098,1,5,2250,20,1
D09099,0,4,1800,12,1
D09100,7,10,4500,30,0
D09101,3,1,450,3,1
D09102,0,2,900,14,1
D09103,9,3,1350,15,0
D09104,2,6,2700,36,1
D09105,2,2,900,8,1
D09106,5,1,450,5,0
D09107,1,3,1350,15,1
D09108,1,2,900,8,1
D09109,7,2,900,12,0
D09110,5,1,450,5,0
D09111,0,3,1350,15,1
D09112,0,5,2250,30,1
D09113,0,2,900,8,1
D09114,5,2,900,12,0
D09115,2,1,450,2,1
D09116,7,3,1350,18,0
D09117,1,4,1800,24,1
D09118,5,13,5850,91,0
D09119,0,4,1800,28,1
D09120,5,12,5400,84,0
D09121,0,1,450,0,1
D09122,3,8,3600,32,1
D09123,8,3,1350,15,0
D09124,9,9,4050,36,0
D09125,12,3,1350,12,0
D09126,6,7,3150,42,0
D09127,1,1,450,1,1
D09128,1,3,1350,12,1
D09129,4,1,450,4,0
D09130,2,1,450,2,1
D09131,0,24,10800,120,1
D09132,28,44,19800,120,0
D09133,3,6,2700,30,1
D09134,2,5,2250,35,1
D09135,4,1,450,4,0
D09136,4,9,4050,27,0
D09137,4,1,450,4,0
D09138,7,12,5400,36,0
D09139,2,1,450,2,1
D09140,8,4,1800,28,0
D09141,0,4,1800,20,1
D09142,1,2,900,14,1
D09143,16,17,7650,85,0
D09144,5,5,2250,20,0
D09145,0,9,4050,54,1
D09146,2,8,3600,24,1
D09147,13,4,1800,16,0
D09148,1,1,450,1,1
D09149,3,2,900,6,1
D09150,0,32,14400,120,1
D09151,3,1,450,3,1
D09152,1,2,900,8,1
D09153,0,5,2250,20,1
D09154,0,1,450,0,1
D09155,8,2,900,8,0
D09156,7,7,3150,49,0
D09157,2,2,900,12,1
D09158,9,2,900,10,0
D09159,1,2,900,12,1
D09160,0,10,4500,50,1
D09161,12,16,7200,96,0
D09162,4,1,450,4,0
D09163,5,7,3150,28,0
D09164,5,1,450,5,0
D09165,3,1,450,3,1
D09166,2,2,900,6,1
D09167,1,2,900,14,1
D09168,7,12,5400,84,0
D09169,0,2,900,8,1
D09170,4,1,450,4,0
D09171,2,2,900,14,1
D09172,14,2,900,14,0
D09173,6,6,2700,18,0
D09174,1,3,1350,21,1
D09175,16,4,1800,16,0
D09176,4,12,5400,72,0
D09177,12,4,1800,12,0
D09178,4,1,450,4,0
D09179,5,2,900,14,0
D09180,0,3,1350,15,1
D09181,12,50,22500,120,0
D09182,7,4,1800,12,0
D09183,4,2,900,14,0
D09184,3,1,450,3,1
D09185,3,2,900,6,1
D09186,2,7,3150,49,1
D09187,8,2,900,12,0
D09188,5,15,6750,75,0
D09189,15,8,3600,24,0
D09190,8,2,900,8,0
D09191,5,1,450,5,0
D09192,0,1,450,0,1
D09193,0,3,1350,15,1
D09194,2,2,900,6,1
D09195,0,9,4050,54,1
D09196,3,1,450,3,1
D09197,10,13,5850,65,0
D09198,14,2,900,14,0
D09199,3,1,450,3,1
D09200,3,1,450,3,1
D09201,4,1,450,4,0
D09202,1,5,2250,15,1
D09203,10,2,900,12,0
D09204,1,1,450,1,1
D09205,2,1,450,2,1
D09206,3,3,1350,18,1
D09207,3,1,450,3,1
D09208,0,3,1350,18,1
D09209,1,6,2700,42,1
D09210,3,3,1350,9,1
D09211,0,1,450,0,1
D09212,1,9,4050,45,1
D09213,6,3,1350,15,0
D09214,9,18,8100,120,0
D09215,1,1,450,1,1
D09216,1,2,900,14,1
D09217,22,10,4500,30,0
D09218,1,1,450,1,1
D09219,1,7,3150,49,1
D09220,0,2,900,6,1
D09221,10,30,13500,90,0
D09222,0,2,900,8,1
D09223,4,1,450,4,0
D09224,4,1,450,4,0
D09225,3,2,900,8,1
D09226,8,3,1350,15,0
D09227,12,14,6300,56,0
D09228,9,7,3150,21,0
D09229,2,1,450,2,1
D09230,1,2,900,14,1
D09231,2,1,450,2,1
D09232,0,3,1350,12,1
D09233,0,4,1800,28,1
D09234,1,2,900,14,1
D09235,0,1,450,0,1
D09236,2,8,3600,56,1
D09237,1,3,1350,15,1
D09238,2,4,1800,16,1
D09239,2,1,450,2,1
D09240,2,8,3600,56,1
D09241,1,3,1350,9,1
D09242,8,7,3150,49,0
D09243,4,19,8550,95,0
D09244,1,5,2250,20,1
D09245,0,1,450,0,1
D09246,10,2,900,10,0
D09247,3,1,450,3,1
D09248,0,1,450,0,1
D09249,2,15,6750,75,1
D09250,8,2,900,8,0
D09251,4,3,1350,12,0
D09252,1,1,450,1,1
D09253,5,1,450,5,0
D09254,20,4,1800,20,0
D09255,6,2,900,6,0
D09256,3,1,450,3,1
D09257,1,2,900,10,1
D09258,4,1,450,4,0
D09259,5,4,1800,12,0
D09260,2,1,450,2,1
D09261,7,3,1350,12,0
D09262,4,2,900,14,0
D09263,3,6,2700,42,1
D09264,6,15,6750,75,0
D09265,6,3,1350,21,0
D09266,10,2,900,10,0
D09267,14,4,1800,20,0
D09268,35,5,2250,35,0
D09269,12,5,2250,15,0
D09270,3,1,450,3,1
D09271,1,3,1350,18,1
D09272,5,5,2250,25,0
D09273,0,1,450,0,1
D09274,12,4,1800,12,0
D09275,0,9,4050,36,1
D09276,4,5,2250,15,0
D09277,1,1,450,1,1
D09278,2,2,900,14,1
D09279,3,1,450,3,1
D09280,2,1,450,2,1
D09281,4,2,900,6,0
D09282,12,3,1350,12,0
D09283,2,1,450,2,1
D09284,0,1,450,0,1
D09285,1,1,450,1,1
D09286,0,8,3600,48,1
D09287,3,1,450,3,1
D09288,0,3,1350,15,1
D09289,5,1,450,5,0
D09290,1,1,450,1,1
D09291,1,3,1350,9,1
D09292,9,50,22500,120,0
D09293,5,1,450,5,0
D09294,7,5,2250,15,0
D09295,6,7,3150,49,0
D09296,0,1,450,0,1
D09297,0,3,1350,21,1
D09298,3,1,450,3,1
D09299,0,2,900,6,1
D09300,1,8,3600,56,1
D09301,0,2,900,12,1
D09302,4,2,900,10,0
D09303,4,1,450,4,0
D09304,1,5,2250,35,1
D09305,3,1,450,3,1
D09306,1,1,450,1,1
D09307,4,1,450,4,0
D09308,3,2,900,12,1
D09309,6,18,8100,54,0
D09310,2,1,450,2,1
D09311,4,2,900,8,0
D09312,4,1,450,4,0
D09313,4,1,450,4,0
D09314,7,3,1350,21,0
D09315,4,3,1350,12,0
D09316,5,3,1350,21,0
D09317,5,4,1800,12,0
D09318,0,1,450,0,1
D09319,3,1,450,3,1
D09320,1,2,900,6,1
D09321,6,3,1350,15,0
D09322,3,2,900,14,1
D09323,0,2,900,12,1
D09324,7,2,900,10,0
D09325,17,6,2700,30,0
D09326,1,19,8550,76,1
D09327,8,4,1800,20,0
D09328,7,29,13050,120,0
D09329,11,4,1800,16,0
D09330,0,13,5850,52,1
D09331,3,5,2250,25,1
D09332,2,1,450,2,1
D09333,8,2,900,8,0
D09334,2,1,450,2,1
D09335,9,2,900,14,0
D09336,6,5,2250,15,0
D09337,3,4,1800,12,1
D09338,4,4,1800,28,0
D09339,9,3,1350,9,0
D09340,4,7,3150,42,0
D09341,3,14,6300,84,1
D09342,5,1,450,5,0
D09343,9,3,1350,9,0
D09344,0,5,2250,30,1
D09345,6,2,900,6,0
D09346,0,2,900,14,1
D09347,9,36,16200,120,0
D09348,1,3,1350,21,1
D09349,6,3,1350,15,0
D09350,1,4,1800,12,1
D09351,1,4,1800,28,1
D09352,5,2,900,12,0
D09353,0,3,1350,15,1
D09354,0,6,2700,42,1
D09355,4,1,450,4,0
D09356,3,2,900,8,1
D09357,3,1,450,3,1
D09358,0,2,900,6,1
D09359,0,1,450,0,1
D09360,3,1,450,3,1
D09361,5,6,2700,30,0
D09362,9,3,1350,12,0
D09363,0,3,1350,12,1
D09364,0,6,2700,24,1
D09365,10,8,3600,48,0
D09366,5,2,900,10,0
D09367,3,9,4050,27,1
D09368,2,1,450,2,1
D09369,0,4,1800,24,1
D09370,3,9,4050,36,1
D09371,5,1,450,5,0
D09372,2,24,10800,96,1
D09373,4,1,450,4,0
D09374,3,1,450,3,1
D09375,4,2,900,14,0
D09376,12,2,900,12,0
D09377,4,5,2250,25,0
D09378,1,3,1350,15,1
D09379,2,12,5400,36,1
D09380,4,1,450,4,0
D09381,11,2,900,14,0
D09382,3,6,2700,42,1
D09383,3,1,450,3,1
D09384,0,15,6750,105,1
D09385,0,1,450,0,1
D09386,13,3,1350,15,0
D09387,4,2,900,6,0
D09388,0,1,450,0,1
D09389,0,4,1800,28,1
D09390,0,4,1800,28,1
D09391,7,2,900,14,0
D09392,3,1,450,3,1
D09393,3,13,5850,91,1
D09394,0,6,2700,42,1
D09395,0,3,1350,15,1
D09396,0,2,900,6,1
D09397,5,1,450,5,0
D09398,0,8,3600,56,1
D09399,4,2,900,8,0
D09400,17,3,1350,18,0
D09401,0,4,1800,12,1
D09402,5,25,11250,75,0
D09403,4,3,1350,15,0
D09404,1,1,450,1,1
D09405,4,12,5400,60,0
D09406,6,3,1350,21,0
D09407,0,3,1350,9,1
D09408,9,2,900,14,0
D09409,1,1,450,1,1
D09410,4,4,1800,20,0
D09411,4,1,450,4,0
D09412,0,2,900,14,1
D09413,0,3,1350,18,1
D09414,14,2,900,14,0
D09415,4,1,450,4,0
D09416,1,4,1800,28,1
D09417,9,30,13500,120,0
D09418,0,2,900,10,1
D09419,4,3,1350,21,0
D09420,2,2,900,12,1
D09421,0,1,450,0,1
D09422,1,2,900,14,1
D09423,1,1,450,1,1
D09424,16,9,4050,63,0
D09425,3,3,1350,18,1
D09426,1,1,450,1,1
D09427,9,3,1350,9,0
D09428,3,2,900,14,1
D09429,4,5,2250,20,0
D09430,5,2,900,6,0
D09431,5,1,450,5,0
D09432,1,2,900,10,1
D09433,5,15,6750,105,0
D09434,1,4,1800,20,1
D09435,3,1,450,3,1
D09436,10,2,900,10,0
D09437,6,6,2700,30,0
D09438,12,3,1350,12,0
D09439,0,5,2250,30,1
D09440,1,7,3150,35,1
D09441,1,2,900,6,1
D09442,2,5,2250,30,1
D09443,2,1,450,2,1
D09444,2,1,450,2,1
D09445,0,1,450,0,1
D09446,1,4,1800,24,1
D09447,0,4,1800,16,1
D09448,5,9,4050,36,0
D09449,0,2,900,14,1
D09450,3,1,450,3,1
D09451,8,2,900,12,0
D09452,0,4,1800,20,1
D09453,12,7,3150,21,0
D09454,0,1,450,0,1
D09455,5,4,1800,24,0
D09456,1,2,900,12,1
D09457,1,3,1350,15,1
D09458,3,3,1350,18,1
D09459,3,9,4050,36,1
D09460,5,4,1800,16,0
D09461,0,2,900,14,1
D09462,31,27,12150,120,0
D09463,4,3,1350,18,0
D09464,5,1,450,5,0
D09465,15,9,4050,27,0
D09466,0,1,450,0,1
D09467,3,1,450,3,1
D09468,5,2,900,12,0
D09469,0,1,450,0,1
D09470,7,2,900,8,0
D09471,4,1,450,4,0
D09472,14,2,900,14,0
D09473,3,1,450,3,1
D09474,5,3,1350,21,0
D09475,3,2,900,10,1
D09476,2,1,450,2,1
D09477,0,1,450,0,1
D09478,12,9,4050,27,0
D09479,9,2,900,10,0
D09480,1,2,900,10,1
D09481,4,1,450,4,0
D09482,2,1,450,2,1
D09483,3,26,11700,120,1
D09484,8,2,900,10,0
D09485,4,11,4950,66,0
D09486,1,5,2250,15,1
D09487,4,1,450,4,0
D09488,6,6,2700,42,0
D09489,12,3,1350,15,0
D09490,0,1,450,0,1
D09491,6,2,900,6,0
D09492,8,2,900,14,0
D09493,0,3,1350,21,1
D09494,6,7,3150,21,0
D09495,0,1,450,0,1
D09496,9,2,900,10,0
D09497,0,1,450,0,1
D09498,6,2,900,14,0
D09499,5,5,2250,35,0
D09500,6,2,900,6,0
D09501,11,5,2250,30,0
D09502,3,1,450,3,1
D09503,4,1,450,4,0
D09504,2,6,2700,30,1
D09505,0,25,11250,120,1
D09506,3,10,4500,60,1
D09507,6,3,1350,12,0
D09508,3,3,1350,15,1
D09509,0,15,6750,75,1
D09510,12,4,1800,16,0
D09511,2,2,900,14,1
D09512,1,1,450,1,1
D09513,4,50,22500,120,0
D09514,18,6,2700,18,0
D09515,0,1,450,0,1
D09516,4,2,900,8,0
D09517,16,5,2250,20,0
D09518,6,7,3150,21,0
D09519,3,4,1800,16,1
D09520,5,1,450,5,0
D09521,4,50,22500,120,0
D09522,0,1,450,0,1
D09523,6,2,900,6,0
D09524,2,2,900,12,1
D09525,13,2,900,14,0
D09526,1,4,1800,16,1
D09527,2,2,900,8,1
D09528,2,4,1800,16,1
D09529,1,1,450,1,1
D09530,5,1,450,5,0
D09531,3,1,450,3,1
D09532,1,7,3150,21,1
D09533,13,22,9900,120,0
D09534,18,12,5400,36,0
D09535,9,3,1350,9,0
D09536,8,4,1800,24,0
D09537,0,3,1350,9,1
D09538,1,3,1350,9,1
D09539,3,2,900,8,1
D09540,0,3,1350,12,1
D09541,8,8,3600,40,0
D09542,3,1,450,3,1
D09543,1,3,1350,9,1
D09544,0,2,900,8,1
D09545,27,9,4050,27,0
D09546,1,9,4050,54,1
D09547,1,5,2250,35,1
D09548,6,4,1800,28,0
D09549,1,2,900,8,1
D09550,3,2,900,12,1
D09551,5,4,1800,28,0
D09552,0,2,900,12,1
D09553,3,11,4950,33,1
D09554,7,5,2250,20,0
D09555,1,4,1800,12,1
D09556,1,2,900,6,1
D09557,0,3,1350,9,1
D09558,10,8,3600,40,0
D09559,8,2,900,14,0
D09560,3,2,900,10,1
D09561,1,2,900,10,1
D09562,2,34,15300,120,1
D09563,5,1,450,5,0
D09564,12,4,1800,24,0
D09565,6,2,900,6,0
D09566,0,1,450,0,1
D09567,10,4,1800,24,0
D09568,2,50,22500,120,1
D09569,0,4,1800,24,1
D09570,2,3,1350,9,1
D09571,12,2,900,12,0
D09572,5,2,900,6,0
D09573,11,2,900,12,0
D09574,3,4,1800,16,1
D09575,1,1,450,1,1
D09576,3,1,450,3,1
D09577,9,6,2700,18,0
D09578,1,3,1350,21,1
D09579,9,14,6300,56,0
D09580,8,4,1800,24,0
D09581,0,1,450,0,1
D09582,6,2,900,8,0
D09583,1,3,1350,21,1
D09584,2,3,1350,12,1
D09585,3,3,1350,18,1
D09586,10,3,1350,21,0
D09587,2,5,2250,20,1
D09588,0,5,2250,20,1
D09589,1,2,900,8,1
D09590,12,4,1800,12,0
D09591,5,2,900,6,0
D09592,3,1,450,3,1
D09593,4,12,5400,60,0
D09594,5,1,450,5,0
D09595,0,7,3150,28,1
D09596,7,47,21150,120,0
D09597,1,1,450,1,1
D09598,2,1,450,2,1
D09599,4,1,450,4,0
D09600,5,2,900,10,0
D09601,5,1,450,5,0
D09602,3,1,450,3,1
D09603,6,10,4500,50,0
D09604,4,35,15750,120,0
D09605,5,1,450,5,0
D09606,0,1,450,0,1
D09607,1,4,1800,20,1
D09608,14,2,900,14,0
D09609,8,3,1350,12,0
D09610,2,2,900,12,1
D09611,2,45,20250,120,1
D09612,5,1,450,5,0
D09613,5,1,450,5,0
D09614,11,3,1350,15,0
D09615,1,2,900,6,1
D09616,18,15,6750,60,0
D09617,2,1,450,2,1
D09618,12,2,900,12,0
D09619,2,2,900,14,1
D09620,2,6,2700,30,1
D09621,0,2,900,12,1
D09622,4,1,450,4,0
D09623,10,2,900,10,0
D09624,10,2,900,12,0
D09625,3,3,1350,21,1
D09626,6,2,900,6,0
D09627,12,2,900,12,0
D09628,12,4,1800,12,0
D09629,5,2,900,8,0
D09630,4,1,450,4,0
D09631,0,1,450,0,1
D09632,2,1,450,2,1
D09633,18,4,1800,24,0
D09634,21,8,3600,48,0
D09635,3,1,450,3,1
D09636,4,1,450,4,0
D09637,2,5,2250,20,1
D09638,2,1,450,2,1
D09639,0,2,900,8,1
D09640,5,4,1800,20,0
D09641,5,1,450,5,0
D09642,9,3,1350,9,0
D09643,3,1,450,3,1
D09644,1,4,1800,12,1
D09645,28,10,4500,40,0
D09646,10,2,900,10,0
D09647,8,7,3150,42,0
D09648,10,2,900,14,0
D09649,8,2,900,8,0
D09650,1,15,6750,45,1
D09651,2,1,450,2,1
D09652,0,2,900,12,1
D09653,2,3,1350,18,1
D09654,12,2,900,12,0
D09655,5,1,450,5,0
D09656,5,1,450,5,0
D09657,0,11,4950,77,1
D09658,1,7,3150,49,1
D09659,3,1,450,3,1
D09660,4,1,450,4,0
D09661,4,1,450,4,0
D09662,1,1,450,1,1
D09663,6,7,3150,21,0
D09664,4,3,1350,21,0
D09665,5,1,450,5,0
D09666,0,2,900,10,1
D09667,15,8,3600,48,0
D09668,1,1,450,1,1
D09669,3,2,900,10,1
D09670,4,2,900,14,0
D09671,9,4,1800,24,0
D09672,7,3,1350,15,0
D09673,4,8,3600,40,0
D09674,0,2,900,8,1
D09675,1,1,450,1,1
